action,cost,current_replicas,event_type,itl,kv_cache_percent,kv_cache_usage,pod,queue_length,replicas,target_replicas,timestamp,ttft
,,,kv_cache,,7.9,0.079,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:06:12.510Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:06:12.511Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:06:12.512Z,
,10.0,,metrics,10.82,,,,,1,,2025-12-08T00:06:12.525Z,21.28
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:06:12.526Z,
,,,kv_cache,,7.9,0.079,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:06:12.526Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:06:12.528Z,
,10.0,,metrics,16.36,,,,,1,,2025-12-08T00:07:12.532Z,30.21
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:07:12.533Z,
,,,kv_cache,,28.6,0.286,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:07:12.533Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:07:12.535Z,
,10.0,,metrics,16.36,,,,,1,,2025-12-08T00:07:12.553Z,30.21
,,,kv_cache,,28.6,0.286,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:07:12.554Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:07:12.554Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:07:12.556Z,
,10.0,,metrics,19.91,,,,,1,,2025-12-08T00:08:12.552Z,35.72
,,,kv_cache,,29.2,0.292,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:08:12.553Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:08:12.553Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:08:12.555Z,
,10.0,,metrics,19.91,,,,,1,,2025-12-08T00:08:12.569Z,35.72
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:08:12.570Z,
,,,kv_cache,,29.2,0.292,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:08:12.570Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:08:12.571Z,
,10.0,,metrics,20.73,,,,,1,,2025-12-08T00:09:12.576Z,37.18
,,,kv_cache,,28.9,0.289,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:09:12.577Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:09:12.577Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:09:12.579Z,
,10.0,,metrics,20.73,,,,,1,,2025-12-08T00:09:12.591Z,37.18
,,,kv_cache,,28.9,0.289,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:09:12.592Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:09:12.592Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:09:12.594Z,
,10.0,,metrics,24.68,,,,,1,,2025-12-08T00:10:12.603Z,43.25
,,,kv_cache,,52.3,0.523,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:10:12.606Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:10:12.606Z,
scale-up,,1,scaling_decision,,,,,,,2,2025-12-08T00:10:12.608Z,
,10.0,,metrics,24.68,,,,,1,,2025-12-08T00:10:12.625Z,43.25
,,,kv_cache,,52.3,0.523,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:10:12.626Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:10:12.626Z,
scale-up,,1,scaling_decision,,,,,,,2,2025-12-08T00:10:12.628Z,
,20.0,,metrics,48.07,,,,,2,,2025-12-08T00:11:12.636Z,77.83
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:11:12.638Z,
,,,kv_cache,,82.9,0.829,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:11:12.638Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-08T00:11:12.641Z,
,20.0,,metrics,48.07,,,,,2,,2025-12-08T00:11:12.668Z,77.83
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:11:12.670Z,
,,,kv_cache,,82.9,0.829,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:11:12.670Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-08T00:11:12.673Z,
,20.0,,metrics,20.6,,,,,2,,2025-12-08T00:12:12.667Z,35.15
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:12:12.668Z,
,,,kv_cache,,67.9,0.679,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:12:12.668Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-08T00:12:12.670Z,
,20.0,,metrics,20.6,,,,,2,,2025-12-08T00:12:12.689Z,35.15
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:12:12.690Z,
,,,kv_cache,,67.9,0.679,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:12:12.690Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-08T00:12:12.692Z,
,20.0,,metrics,17.05,,,,,2,,2025-12-08T00:13:12.693Z,30.9
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,0,,,2025-12-08T00:13:12.694Z,
,,,kv_cache,,19.2,0.192,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,,,,2025-12-08T00:13:12.694Z,
,,,kv_cache,,25.5,0.255,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:13:12.694Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:13:12.694Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-08T00:13:12.696Z,
,20.0,,metrics,17.05,,,,,2,,2025-12-08T00:13:12.709Z,30.9
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,0,,,2025-12-08T00:13:12.710Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:13:12.710Z,
,,,kv_cache,,19.2,0.192,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,,,,2025-12-08T00:13:12.710Z,
,,,kv_cache,,25.5,0.255,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:13:12.710Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-08T00:13:12.712Z,
,20.0,,metrics,14.08,,,,,2,,2025-12-08T00:14:12.715Z,26.57
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,0,,,2025-12-08T00:14:12.716Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:14:12.716Z,
,,,kv_cache,,13.7,0.137,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,,,,2025-12-08T00:14:12.716Z,
,,,kv_cache,,18.4,0.184,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:14:12.716Z,
scale-down,,2,scaling_decision,,,,,,,1,2025-12-08T00:14:12.718Z,
,20.0,,metrics,14.08,,,,,2,,2025-12-08T00:14:12.731Z,26.57
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,0,,,2025-12-08T00:14:12.732Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:14:12.732Z,
,,,kv_cache,,13.7,0.137,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,,,,2025-12-08T00:14:12.732Z,
,,,kv_cache,,18.4,0.184,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:14:12.732Z,
scale-down,,2,scaling_decision,,,,,,,1,2025-12-08T00:14:12.734Z,
,10.0,,metrics,20.39,,,,,1,,2025-12-08T00:15:12.739Z,37.24
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,0,,,2025-12-08T00:15:12.741Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:15:12.741Z,
,,,kv_cache,,14.0,0.14,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,,,,2025-12-08T00:15:12.741Z,
,,,kv_cache,,42.7,0.427,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:15:12.741Z,
scale-up,,1,scaling_decision,,,,,,,2,2025-12-08T00:15:12.743Z,
,10.0,,metrics,20.39,,,,,1,,2025-12-08T00:15:12.756Z,37.24
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,0,,,2025-12-08T00:15:12.757Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:15:12.757Z,
,,,kv_cache,,14.0,0.14,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c87mpz,,,,2025-12-08T00:15:12.757Z,
,,,kv_cache,,42.7,0.427,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:15:12.757Z,
scale-up,,1,scaling_decision,,,,,,,2,2025-12-08T00:15:12.759Z,
,20.0,,metrics,41.66,,,,,2,,2025-12-08T00:16:12.760Z,69.29
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:16:12.762Z,
,,,kv_cache,,69.6,0.696,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:16:12.762Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-08T00:16:12.764Z,
,20.0,,metrics,41.66,,,,,2,,2025-12-08T00:16:12.776Z,69.29
,,,kv_cache,,69.6,0.696,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:16:12.778Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:16:12.778Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-08T00:16:12.779Z,
,20.0,,metrics,11.79,,,,,2,,2025-12-08T00:17:12.783Z,22.18
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:17:12.784Z,
,,,kv_cache,,21.9,0.219,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:17:12.785Z,
scale-down,,2,scaling_decision,,,,,,,1,2025-12-08T00:17:12.786Z,
,20.0,,metrics,11.79,,,,,2,,2025-12-08T00:17:12.799Z,22.18
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:17:12.800Z,
,,,kv_cache,,21.9,0.219,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:17:12.800Z,
scale-down,,2,scaling_decision,,,,,,,1,2025-12-08T00:17:12.802Z,
,10.0,,metrics,13.31,,,,,1,,2025-12-08T00:18:12.803Z,25.19
,,,kv_cache,,1.2,0.012,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4ch5tw2,,,,2025-12-08T00:18:12.804Z,
,,,kv_cache,,19.5,0.195,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:18:12.804Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4ch5tw2,0,,,2025-12-08T00:18:12.804Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:18:12.805Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:18:12.806Z,
,10.0,,metrics,13.31,,,,,1,,2025-12-08T00:18:12.821Z,25.19
,,,kv_cache,,1.2,0.012,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4ch5tw2,,,,2025-12-08T00:18:12.823Z,
,,,kv_cache,,19.5,0.195,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:18:12.823Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4ch5tw2,0,,,2025-12-08T00:18:12.823Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:18:12.823Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:18:12.824Z,
,10.0,,metrics,17.2,,,,,1,,2025-12-08T00:19:12.829Z,31.81
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:19:12.830Z,
,,,kv_cache,,23.7,0.237,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:19:12.830Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:19:12.832Z,
,10.0,,metrics,17.2,,,,,1,,2025-12-08T00:19:12.846Z,31.81
,,,kv_cache,,23.7,0.237,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:19:12.847Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:19:12.847Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:19:12.849Z,
,10.0,,metrics,10.65,,,,,1,,2025-12-08T00:20:12.851Z,21.44
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:20:12.852Z,
,,,kv_cache,,9.7,0.097,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:20:12.852Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:20:12.854Z,
,10.0,,metrics,10.65,,,,,1,,2025-12-08T00:20:12.867Z,21.44
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:20:12.868Z,
,,,kv_cache,,9.7,0.097,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:20:12.868Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:20:12.870Z,
,10.0,,metrics,10.44,,,,,1,,2025-12-08T00:21:12.878Z,20.95
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:21:12.879Z,
,,,kv_cache,,9.0,0.09,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:21:12.879Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:21:12.881Z,
,10.0,,metrics,10.44,,,,,1,,2025-12-08T00:21:12.895Z,20.95
,,,kv_cache,,9.0,0.09,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:21:12.896Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:21:12.896Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:21:12.898Z,
,10.0,,metrics,10.64,,,,,1,,2025-12-08T00:22:12.899Z,20.87
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:22:12.901Z,
,,,kv_cache,,8.1,0.081,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:22:12.901Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:22:12.902Z,
,10.0,,metrics,10.64,,,,,1,,2025-12-08T00:22:12.915Z,20.87
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:22:12.916Z,
,,,kv_cache,,8.1,0.081,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:22:12.917Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:22:12.918Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-08T00:23:12.924Z,0.0
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:23:12.926Z,
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:23:12.926Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:23:12.927Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-08T00:23:12.940Z,0.0
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,0,,,2025-12-08T00:23:12.942Z,
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4c46p59,,,,2025-12-08T00:23:12.942Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-08T00:23:12.943Z,
