action,cost,current_replicas,event_type,itl,kv_cache_percent,kv_cache_usage,pod,queue_length,replicas,target_replicas,timestamp,ttft
,,,kv_cache,,15.4,0.154,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:16:33.735Z,
,,,kv_cache,,,,,,,,2025-12-09T20:16:33.735Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-09T20:16:33.736Z,
,10.0,,metrics,12.16,,,,,1,,2025-12-09T20:17:33.763Z,23.17
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:17:33.764Z,
,,,queue,,,,,,,,2025-12-09T20:17:33.764Z,
,,,kv_cache,,15.1,0.151,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:17:33.764Z,
,,,kv_cache,,,,,,,,2025-12-09T20:17:33.764Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-09T20:17:33.766Z,
,10.0,,metrics,12.01,,,,,1,,2025-12-09T20:18:33.792Z,22.45
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:18:33.794Z,
,,,queue,,,,,,,,2025-12-09T20:18:33.794Z,
,,,kv_cache,,13.3,0.133,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:18:33.794Z,
,,,kv_cache,,,,,,,,2025-12-09T20:18:33.794Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-09T20:18:33.795Z,
,10.0,,metrics,22.92,,,,,1,,2025-12-09T20:19:33.817Z,40.16
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:19:33.818Z,
,,,queue,,,,,,,,2025-12-09T20:19:33.818Z,
,,,kv_cache,,41.6,0.416,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:19:33.818Z,
,,,kv_cache,,,,,,,,2025-12-09T20:19:33.818Z,
scale-up,,1,scaling_decision,,,,,,,2,2025-12-09T20:19:33.820Z,
,10.0,,metrics,32.51,,,,,1,,2025-12-09T20:20:33.856Z,54.37
,,,kv_cache,,55.0,0.55,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:20:33.858Z,
,,,kv_cache,,,,,,,,2025-12-09T20:20:33.858Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:20:33.858Z,
,,,queue,,,,,,,,2025-12-09T20:20:33.858Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-09T20:20:33.860Z,
,10.0,,metrics,38.34,,,,,1,,2025-12-09T20:21:33.881Z,63.36
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:21:33.882Z,
,,,queue,,,,,,,,2025-12-09T20:21:33.882Z,
,,,kv_cache,,63.2,0.632,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:21:33.882Z,
,,,kv_cache,,,,,,,,2025-12-09T20:21:33.882Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-09T20:21:33.884Z,
,20.0,,metrics,26.35,,,,,2,,2025-12-09T20:22:33.924Z,41.13
,,,kv_cache,,65.9,0.659,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:22:33.925Z,
,,,kv_cache,,10.0,0.1,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dhht4c,,,,2025-12-09T20:22:33.925Z,
,,,kv_cache,,,,,,,,2025-12-09T20:22:33.925Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:22:33.925Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dhht4c,0,,,2025-12-09T20:22:33.925Z,
,,,queue,,,,,,,,2025-12-09T20:22:33.925Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-09T20:22:33.927Z,
,20.0,,metrics,12.35,,,,,2,,2025-12-09T20:23:33.955Z,24.67
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:23:33.956Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dhht4c,0,,,2025-12-09T20:23:33.956Z,
,,,queue,,,,,,,,2025-12-09T20:23:33.956Z,
,,,kv_cache,,13.9,0.139,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:23:33.956Z,
,,,kv_cache,,17.0,0.17,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dhht4c,,,,2025-12-09T20:23:33.956Z,
,,,kv_cache,,,,,,,,2025-12-09T20:23:33.956Z,
scale-down,,2,scaling_decision,,,,,,,1,2025-12-09T20:23:33.958Z,
,10.0,,metrics,23.4,,,,,1,,2025-12-09T20:24:33.984Z,41.4
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:24:33.985Z,
,,,kv_cache,,49.9,0.499,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:24:33.985Z,
,,,kv_cache,,10.3,0.103,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dhht4c,,,,2025-12-09T20:24:33.985Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dhht4c,0,,,2025-12-09T20:24:33.985Z,
,,,queue,,,,,,,,2025-12-09T20:24:33.985Z,
,,,kv_cache,,,,,,,,2025-12-09T20:24:33.985Z,
scale-up,,1,scaling_decision,,,,,,,2,2025-12-09T20:24:33.987Z,
,10.0,,metrics,49.93,,,,,1,,2025-12-09T20:25:34.015Z,82.16
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:25:34.016Z,
,,,queue,,,,,,,,2025-12-09T20:25:34.016Z,
,,,kv_cache,,88.8,0.888,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:25:34.016Z,
,,,kv_cache,,,,,,,,2025-12-09T20:25:34.016Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-09T20:25:34.019Z,
,10.0,,metrics,43.94,,,,,1,,2025-12-09T20:26:34.048Z,71.32
,,,kv_cache,,89.6,0.896,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:26:34.050Z,
,,,kv_cache,,,,,,,,2025-12-09T20:26:34.050Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:26:34.050Z,
,,,queue,,,,,,,,2025-12-09T20:26:34.050Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-09T20:26:34.052Z,
,20.0,,metrics,13.89,,,,,2,,2025-12-09T20:27:34.080Z,23.84
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:27:34.082Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d27rbr,0,,,2025-12-09T20:27:34.082Z,
,,,queue,,,,,,,,2025-12-09T20:27:34.082Z,
,,,kv_cache,,44.2,0.442,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:27:34.082Z,
,,,kv_cache,,6.2,0.062,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d27rbr,,,,2025-12-09T20:27:34.082Z,
,,,kv_cache,,,,,,,,2025-12-09T20:27:34.082Z,
no-change,,2,scaling_decision,,,,,,,2,2025-12-09T20:27:34.084Z,
,20.0,,metrics,9.28,,,,,2,,2025-12-09T20:28:34.110Z,19.06
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:28:34.111Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d27rbr,0,,,2025-12-09T20:28:34.111Z,
,,,queue,,,,,,,,2025-12-09T20:28:34.111Z,
,,,kv_cache,,7.1,0.071,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:28:34.111Z,
,,,kv_cache,,6.4,0.064,ms-inference-scheduling-llm-d-modelservice-decode-7b86984d27rbr,,,,2025-12-09T20:28:34.111Z,
,,,kv_cache,,,,,,,,2025-12-09T20:28:34.111Z,
scale-down,,2,scaling_decision,,,,,,,1,2025-12-09T20:28:34.113Z,
,10.0,,metrics,8.9,,,,,1,,2025-12-09T20:29:34.139Z,18.54
,,,kv_cache,,5.9,0.059,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:29:34.140Z,
,,,kv_cache,,,,,,,,2025-12-09T20:29:34.140Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:29:34.140Z,
,,,queue,,,,,,,,2025-12-09T20:29:34.140Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-09T20:29:34.142Z,
,10.0,,metrics,9.28,,,,,1,,2025-12-09T20:30:34.166Z,19.47
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:30:34.168Z,
,,,queue,,,,,,,,2025-12-09T20:30:34.168Z,
,,,kv_cache,,6.1,0.061,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:30:34.168Z,
,,,kv_cache,,,,,,,,2025-12-09T20:30:34.168Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-09T20:30:34.169Z,
,10.0,,metrics,9.23,,,,,1,,2025-12-09T20:31:34.191Z,18.8
,,,kv_cache,,8.5,0.085,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:31:34.192Z,
,,,kv_cache,,,,,,,,2025-12-09T20:31:34.192Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:31:34.193Z,
,,,queue,,,,,,,,2025-12-09T20:31:34.193Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-09T20:31:34.194Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-09T20:32:34.224Z,0.0
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,0,,,2025-12-09T20:32:34.225Z,
,,,queue,,,,,,,,2025-12-09T20:32:34.225Z,
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-7b86984dgftqv,,,,2025-12-09T20:32:34.225Z,
,,,kv_cache,,,,,,,,2025-12-09T20:32:34.225Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-09T20:32:34.227Z,
