action,cost,current_replicas,event_type,itl,kv_cache_percent,kv_cache_usage,pod,queue_length,replicas,target_replicas,timestamp,ttft
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:52:36.600Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:52:36.601Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-07T21:52:36.614Z,0.0
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:52:36.615Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:52:36.615Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:52:36.617Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-07T21:53:36.622Z,0.0
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:53:36.623Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:53:36.624Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:53:36.625Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-07T21:53:36.637Z,0.0
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:53:36.638Z,
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:53:36.638Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:53:36.640Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-07T21:54:36.642Z,0.0
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:54:36.643Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:54:36.643Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:54:36.645Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-07T21:54:36.664Z,0.0
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:54:36.665Z,
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:54:36.665Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:54:36.667Z,
,10.0,,metrics,9.14,,,,,1,,2025-12-07T21:55:36.665Z,21.26
,,,kv_cache,,2.5,0.025,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:55:36.667Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:55:36.667Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:55:36.669Z,
,10.0,,metrics,9.14,,,,,1,,2025-12-07T21:55:36.681Z,21.26
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:55:36.683Z,
,,,kv_cache,,2.5,0.025,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:55:36.683Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:55:36.684Z,
,10.0,,metrics,9.28,,,,,1,,2025-12-07T21:56:36.688Z,19.24
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:56:36.689Z,
,,,kv_cache,,3.8,0.038,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:56:36.689Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:56:36.691Z,
,10.0,,metrics,9.28,,,,,1,,2025-12-07T21:56:36.704Z,19.24
,,,kv_cache,,3.8,0.038,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:56:36.705Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:56:36.706Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:56:36.707Z,
,10.0,,metrics,10.54,,,,,1,,2025-12-07T21:57:36.715Z,21.01
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:57:36.716Z,
,,,kv_cache,,7.1,0.071,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:57:36.717Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:57:36.718Z,
,10.0,,metrics,10.54,,,,,1,,2025-12-07T21:57:36.738Z,21.01
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:57:36.740Z,
,,,kv_cache,,7.1,0.071,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:57:36.740Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:57:36.742Z,
,10.0,,metrics,10.73,,,,,1,,2025-12-07T21:58:36.737Z,21.44
,,,kv_cache,,8.3,0.083,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:58:36.738Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:58:36.739Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:58:36.740Z,
,10.0,,metrics,10.73,,,,,1,,2025-12-07T21:58:36.756Z,21.44
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:58:36.757Z,
,,,kv_cache,,8.3,0.083,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:58:36.757Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:58:36.759Z,
,10.0,,metrics,13.76,,,,,1,,2025-12-07T21:59:36.831Z,26.34
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:59:36.832Z,
,,,kv_cache,,13.7,0.137,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:59:36.832Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:59:36.834Z,
,10.0,,metrics,13.76,,,,,1,,2025-12-07T21:59:36.849Z,26.34
,,,kv_cache,,13.7,0.137,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T21:59:36.850Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T21:59:36.850Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T21:59:36.852Z,
,10.0,,metrics,13.55,,,,,1,,2025-12-07T22:00:36.854Z,25.75
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:00:36.856Z,
,,,kv_cache,,16.6,0.166,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:00:36.856Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:00:36.858Z,
,10.0,,metrics,13.55,,,,,1,,2025-12-07T22:00:36.871Z,25.75
,,,kv_cache,,16.6,0.166,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:00:36.872Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:00:36.872Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:00:36.874Z,
,10.0,,metrics,17.17,,,,,1,,2025-12-07T22:01:36.879Z,31.92
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:01:36.880Z,
,,,kv_cache,,21.0,0.21,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:01:36.880Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:01:36.882Z,
,10.0,,metrics,17.17,,,,,1,,2025-12-07T22:01:36.895Z,31.92
,,,kv_cache,,21.0,0.21,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:01:36.896Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:01:36.896Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:01:36.897Z,
,10.0,,metrics,17.78,,,,,1,,2025-12-07T22:02:36.903Z,32.77
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:02:36.904Z,
,,,kv_cache,,28.1,0.281,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:02:36.905Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:02:36.906Z,
,10.0,,metrics,17.78,,,,,1,,2025-12-07T22:02:36.922Z,32.77
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:02:36.923Z,
,,,kv_cache,,28.1,0.281,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:02:36.923Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:02:36.924Z,
,10.0,,metrics,20.05,,,,,1,,2025-12-07T22:03:36.928Z,36.5
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:03:36.930Z,
,,,kv_cache,,30.3,0.303,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:03:36.930Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:03:36.931Z,
,10.0,,metrics,20.05,,,,,1,,2025-12-07T22:03:36.944Z,36.5
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:03:36.946Z,
,,,kv_cache,,30.3,0.303,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:03:36.946Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:03:36.948Z,
,10.0,,metrics,25.56,,,,,1,,2025-12-07T22:04:36.951Z,45.31
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:04:36.952Z,
,,,kv_cache,,39.5,0.395,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:04:36.952Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:04:36.954Z,
,10.0,,metrics,25.56,,,,,1,,2025-12-07T22:04:36.967Z,45.31
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:04:36.968Z,
,,,kv_cache,,39.5,0.395,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:04:36.968Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:04:36.970Z,
,10.0,,metrics,32.03,,,,,1,,2025-12-07T22:05:36.977Z,53.97
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:05:36.979Z,
,,,kv_cache,,56.4,0.564,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:05:36.979Z,
scale-up,,1,scaling_decision,,,,,,,2,2025-12-07T22:05:36.981Z,
,10.0,,metrics,32.03,,,,,1,,2025-12-07T22:05:36.995Z,53.97
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:05:36.996Z,
,,,kv_cache,,56.4,0.564,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:05:36.996Z,
scale-up,,1,scaling_decision,,,,,,,2,2025-12-07T22:05:36.998Z,
,20.0,,metrics,30.89,,,,,2,,2025-12-07T22:06:36.998Z,51.92
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:06:37.000Z,
,,,kv_cache,,65.1,0.651,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:06:37.000Z,
scale-up,,2,scaling_decision,,,,,,,3,2025-12-07T22:06:37.002Z,
,20.0,,metrics,30.89,,,,,2,,2025-12-07T22:06:37.015Z,51.92
,,,kv_cache,,65.1,0.651,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:06:37.016Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:06:37.016Z,
scale-up,,2,scaling_decision,,,,,,,3,2025-12-07T22:06:37.018Z,
,30.0,,metrics,10.25,,,,,3,,2025-12-07T22:07:37.026Z,20.42
,,,kv_cache,,6.6,0.066,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cgtsh7,,,,2025-12-07T22:07:37.027Z,
,,,kv_cache,,9.6,0.096,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:07:37.027Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cgtsh7,0,,,2025-12-07T22:07:37.028Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:07:37.028Z,
scale-down,,3,scaling_decision,,,,,,,2,2025-12-07T22:07:37.030Z,
,30.0,,metrics,10.25,,,,,3,,2025-12-07T22:07:37.045Z,20.42
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cgtsh7,0,,,2025-12-07T22:07:37.046Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:07:37.046Z,
,,,kv_cache,,6.6,0.066,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cgtsh7,,,,2025-12-07T22:07:37.046Z,
,,,kv_cache,,9.6,0.096,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:07:37.046Z,
scale-down,,3,scaling_decision,,,,,,,2,2025-12-07T22:07:37.048Z,
,20.0,,metrics,11.61,,,,,2,,2025-12-07T22:08:37.051Z,22.59
,,,kv_cache,,8.1,0.081,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cgtsh7,,,,2025-12-07T22:08:37.053Z,
,,,kv_cache,,9.2,0.092,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:08:37.053Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cgtsh7,0,,,2025-12-07T22:08:37.053Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:08:37.053Z,
scale-down,,2,scaling_decision,,,,,,,1,2025-12-07T22:08:37.055Z,
,20.0,,metrics,11.61,,,,,2,,2025-12-07T22:08:37.069Z,22.59
,,,kv_cache,,8.1,0.081,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cgtsh7,,,,2025-12-07T22:08:37.070Z,
,,,kv_cache,,9.2,0.092,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:08:37.070Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cgtsh7,0,,,2025-12-07T22:08:37.070Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:08:37.070Z,
scale-down,,2,scaling_decision,,,,,,,1,2025-12-07T22:08:37.072Z,
,10.0,,metrics,15.57,,,,,1,,2025-12-07T22:09:37.079Z,29.19
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:09:37.081Z,
,,,kv_cache,,20.0,0.2,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:09:37.081Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:09:37.083Z,
,10.0,,metrics,15.57,,,,,1,,2025-12-07T22:09:37.106Z,29.19
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:09:37.107Z,
,,,kv_cache,,20.0,0.2,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:09:37.107Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:09:37.109Z,
,10.0,,metrics,18.1,,,,,1,,2025-12-07T22:10:37.100Z,32.5
,,,kv_cache,,24.0,0.24,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:10:37.102Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:10:37.102Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:10:37.104Z,
,10.0,,metrics,18.1,,,,,1,,2025-12-07T22:10:37.123Z,32.5
,,,kv_cache,,24.0,0.24,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:10:37.124Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:10:37.124Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:10:37.126Z,
,10.0,,metrics,13.0,,,,,1,,2025-12-07T22:11:37.125Z,25.06
,,,kv_cache,,14.0,0.14,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:11:37.126Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:11:37.126Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:11:37.128Z,
,10.0,,metrics,13.0,,,,,1,,2025-12-07T22:11:37.141Z,25.06
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:11:37.142Z,
,,,kv_cache,,14.0,0.14,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:11:37.142Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:11:37.144Z,
,10.0,,metrics,13.83,,,,,1,,2025-12-07T22:12:37.148Z,25.76
,,,kv_cache,,15.1,0.151,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:12:37.150Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:12:37.150Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:12:37.152Z,
,10.0,,metrics,13.83,,,,,1,,2025-12-07T22:12:37.172Z,25.76
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:12:37.173Z,
,,,kv_cache,,15.1,0.151,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:12:37.173Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:12:37.174Z,
,10.0,,metrics,10.71,,,,,1,,2025-12-07T22:13:37.178Z,20.52
,,,kv_cache,,9.2,0.092,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:13:37.180Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:13:37.180Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:13:37.182Z,
,10.0,,metrics,10.71,,,,,1,,2025-12-07T22:13:37.195Z,20.52
,,,kv_cache,,9.2,0.092,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:13:37.196Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:13:37.196Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:13:37.198Z,
,10.0,,metrics,11.27,,,,,1,,2025-12-07T22:14:37.200Z,22.0
,,,kv_cache,,9.2,0.092,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:14:37.201Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:14:37.201Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:14:37.203Z,
,10.0,,metrics,11.27,,,,,1,,2025-12-07T22:14:37.216Z,22.0
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:14:37.218Z,
,,,kv_cache,,9.2,0.092,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:14:37.218Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:14:37.219Z,
,10.0,,metrics,9.3,,,,,1,,2025-12-07T22:15:37.225Z,18.79
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:15:37.227Z,
,,,kv_cache,,4.4,0.044,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:15:37.227Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:15:37.228Z,
,10.0,,metrics,9.3,,,,,1,,2025-12-07T22:15:37.241Z,18.79
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:15:37.243Z,
,,,kv_cache,,4.4,0.044,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:15:37.243Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:15:37.245Z,
,10.0,,metrics,9.31,,,,,1,,2025-12-07T22:16:37.247Z,18.83
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:16:37.249Z,
,,,kv_cache,,3.9,0.039,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:16:37.249Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:16:37.251Z,
,10.0,,metrics,9.31,,,,,1,,2025-12-07T22:16:37.264Z,18.83
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:16:37.265Z,
,,,kv_cache,,3.9,0.039,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:16:37.265Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:16:37.266Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-07T22:17:37.273Z,0.0
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:17:37.274Z,
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:17:37.275Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:17:37.276Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-07T22:17:37.288Z,0.0
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:17:37.289Z,
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:17:37.290Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:17:37.291Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-07T22:18:37.295Z,0.0
,,,queue,,,,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,0,,,2025-12-07T22:18:37.296Z,
,,,kv_cache,,0.0,0.0,ms-inference-scheduling-llm-d-modelservice-decode-666b5f4cfsw9q,,,,2025-12-07T22:18:37.296Z,
no-change,,1,scaling_decision,,,,,,,1,2025-12-07T22:18:37.298Z,
,10.0,,metrics,0.0,,,,,1,,2025-12-07T22:18:37.310Z,0.0
