action,current_replicas,event_type,observed_itl,observed_replicas,observed_ttft,predicted_itl,predicted_replicas,predicted_ttft,target_replicas,timestamp
scale-up,1,scaling_decision,,,,,,,3,2025-12-09T16:02:00.032Z
,,observed_metrics,69.21,3,1305.69,,,,,2025-12-09T16:03:00.066Z
,,prediction,,,,9.784862,3,18.92752,,2025-12-09T16:03:00.076Z
no-change,3,scaling_decision,,,,,,,3,2025-12-09T16:03:00.076Z
,,observed_metrics,34.11,3,58.88,,,,,2025-12-09T16:04:00.117Z
,,prediction,,,,9.7777815,8,18.563974,,2025-12-09T16:04:00.128Z
scale-up,3,scaling_decision,,,,,,,8,2025-12-09T16:04:00.128Z
,,observed_metrics,30.34,3,53.79,,,,,2025-12-09T16:06:00.212Z
,,prediction,,,,9.833228,10,18.438137,,2025-12-09T16:06:00.223Z
scale-up,3,scaling_decision,,,,,,,10,2025-12-09T16:06:00.223Z
,,observed_metrics,30.51,3,53.78,,,,,2025-12-09T16:07:00.257Z
,,prediction,,,,9.819691,10,18.809372,,2025-12-09T16:07:00.267Z
scale-up,3,scaling_decision,,,,,,,10,2025-12-09T16:07:00.267Z
,,observed_metrics,29.85,8,53.09,,,,,2025-12-09T16:08:00.303Z
,,prediction,,,,9.894313,10,18.667398,,2025-12-09T16:08:00.313Z
scale-up,8,scaling_decision,,,,,,,10,2025-12-09T16:08:00.313Z
,,observed_metrics,8.68,10,17.86,,,,,2025-12-09T16:09:00.369Z
,,prediction,,,,9.616541,7,20.442833,,2025-12-09T16:09:00.379Z
scale-down,10,scaling_decision,,,,,,,7,2025-12-09T16:09:00.379Z
,,observed_metrics,8.82,7,18.37,,,,,2025-12-09T16:10:00.412Z
,,prediction,,,,9.577923,5,21.013058,,2025-12-09T16:10:00.422Z
scale-down,7,scaling_decision,,,,,,,5,2025-12-09T16:10:00.422Z
,,observed_metrics,10.32,5,21.01,,,,,2025-12-09T16:11:00.455Z
,,prediction,,,,9.6901655,6,19.7005,,2025-12-09T16:11:00.466Z
scale-up,5,scaling_decision,,,,,,,6,2025-12-09T16:11:00.466Z
,,observed_metrics,10.44,5,21.12,,,,,2025-12-09T16:12:00.493Z
,,prediction,,,,9.861517,6,20.247196,,2025-12-09T16:12:00.503Z
scale-up,5,scaling_decision,,,,,,,6,2025-12-09T16:12:00.504Z
,,observed_metrics,10.36,5,20.91,,,,,2025-12-09T16:13:00.539Z
,,prediction,,,,9.801317,6,19.934248,,2025-12-09T16:13:00.544Z
scale-up,5,scaling_decision,,,,,,,6,2025-12-09T16:13:00.544Z
,,observed_metrics,8.93,6,18.35,,,,,2025-12-09T16:14:00.574Z
,,prediction,,,,9.884517,4,20.856533,,2025-12-09T16:14:00.584Z
scale-down,6,scaling_decision,,,,,,,4,2025-12-09T16:14:00.584Z
,,observed_metrics,9.65,4,20.12,,,,,2025-12-09T16:15:00.620Z
,,prediction,,,,9.671622,4,20.521366,,2025-12-09T16:15:00.630Z
no-change,4,scaling_decision,,,,,,,4,2025-12-09T16:15:00.630Z
,,observed_metrics,7.64,4,16.07,,,,,2025-12-09T16:16:00.659Z
,,prediction,,,,8.592229,2,17.634773,,2025-12-09T16:16:00.670Z
scale-down,4,scaling_decision,,,,,,,2,2025-12-09T16:16:00.670Z
,,observed_metrics,8.31,2,17.44,,,,,2025-12-09T16:17:00.699Z
,,prediction,,,,9.643463,1,21.688646,,2025-12-09T16:17:00.704Z
scale-down,2,scaling_decision,,,,,,,1,2025-12-09T16:17:00.704Z
,,observed_metrics,0.0,1,0.0,,,,,2025-12-09T16:18:00.763Z
,,prediction,,,,7.219377,1,12.3900585,,2025-12-09T16:18:00.764Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T16:18:00.764Z
