action,current_replicas,event_type,observed_itl,observed_replicas,observed_ttft,predicted_itl,predicted_replicas,predicted_ttft,target_replicas,timestamp
scale-down,3,scaling_decision,,,,,,,2,2025-12-09T06:01:32.551Z
,,observed_metrics,9.51,2,17.56,,,,,2025-12-09T06:02:32.584Z
,,prediction,,,,9.568849,2,18.964659,,2025-12-09T06:02:32.595Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:02:32.595Z
,,observed_metrics,9.73,2,17.75,,,,,2025-12-09T06:03:32.625Z
,,prediction,,,,9.755407,2,19.0719,,2025-12-09T06:03:32.635Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:03:32.635Z
,,observed_metrics,9.68,2,17.31,,,,,2025-12-09T06:04:32.669Z
,,prediction,,,,9.687996,2,18.866663,,2025-12-09T06:04:32.673Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:04:32.673Z
,,observed_metrics,9.53,2,17.54,,,,,2025-12-09T06:05:32.705Z
,,prediction,,,,9.530504,2,18.770714,,2025-12-09T06:05:32.714Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:05:32.714Z
,,observed_metrics,9.72,2,17.96,,,,,2025-12-09T06:06:32.747Z
,,prediction,,,,9.702337,2,18.911783,,2025-12-09T06:06:32.756Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:06:32.756Z
,,observed_metrics,9.9,2,18.52,,,,,2025-12-09T06:07:32.794Z
,,prediction,,,,9.899307,2,19.086388,,2025-12-09T06:07:32.803Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:07:32.803Z
,,observed_metrics,9.68,2,17.41,,,,,2025-12-09T06:08:32.835Z
,,prediction,,,,9.694643,2,18.982805,,2025-12-09T06:08:32.845Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:08:32.845Z
,,observed_metrics,9.44,2,17.01,,,,,2025-12-09T06:09:32.874Z
,,prediction,,,,9.438772,2,18.578728,,2025-12-09T06:09:32.878Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:09:32.878Z
,,observed_metrics,9.55,2,17.72,,,,,2025-12-09T06:10:32.910Z
,,prediction,,,,9.537664,2,18.60383,,2025-12-09T06:10:32.921Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:10:32.921Z
,,observed_metrics,9.47,2,17.63,,,,,2025-12-09T06:11:32.952Z
,,prediction,,,,9.471409,2,18.460009,,2025-12-09T06:11:32.957Z
no-change,2,scaling_decision,,,,,,,2,2025-12-09T06:11:32.957Z
,,observed_metrics,8.9,2,18.11,,,,,2025-12-09T06:12:32.991Z
,,prediction,,,,9.943591,1,18.945904,,2025-12-09T06:12:32.996Z
scale-down,2,scaling_decision,,,,,,,1,2025-12-09T06:12:32.996Z
,,observed_metrics,9.39,1,19.14,,,,,2025-12-09T06:13:33.022Z
,,prediction,,,,9.364237,1,18.36922,,2025-12-09T06:13:33.026Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:13:33.026Z
,,observed_metrics,9.83,1,18.97,,,,,2025-12-09T06:14:33.062Z
,,prediction,,,,9.795456,1,18.482243,,2025-12-09T06:14:33.072Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:14:33.072Z
,,observed_metrics,9.87,1,19.98,,,,,2025-12-09T06:15:33.141Z
,,prediction,,,,9.866352,1,18.90777,,2025-12-09T06:15:33.151Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:15:33.151Z
,,observed_metrics,9.76,1,19.3,,,,,2025-12-09T06:16:33.183Z
,,prediction,,,,9.773443,1,18.689123,,2025-12-09T06:16:33.193Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:16:33.193Z
,,observed_metrics,9.86,1,19.6,,,,,2025-12-09T06:17:33.235Z
,,prediction,,,,9.879461,1,18.913006,,2025-12-09T06:17:33.245Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:17:33.245Z
,,observed_metrics,9.74,1,19.46,,,,,2025-12-09T06:18:33.275Z
,,prediction,,,,9.688463,1,18.561342,,2025-12-09T06:18:33.286Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:18:33.286Z
,,observed_metrics,9.73,1,18.57,,,,,2025-12-09T06:19:33.314Z
,,prediction,,,,9.77565,1,18.671679,,2025-12-09T06:19:33.322Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:19:33.322Z
,,observed_metrics,9.6,1,19.1,,,,,2025-12-09T06:20:33.352Z
,,prediction,,,,9.62949,1,18.811699,,2025-12-09T06:20:33.363Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:20:33.363Z
,,observed_metrics,9.53,1,19.18,,,,,2025-12-09T06:21:33.393Z
,,prediction,,,,9.490204,1,18.657751,,2025-12-09T06:21:33.403Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:21:33.403Z
,,observed_metrics,9.37,1,18.72,,,,,2025-12-09T06:22:33.433Z
,,prediction,,,,9.270532,1,18.0394,,2025-12-09T06:22:33.441Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:22:33.441Z
,,observed_metrics,0.0,1,0.0,,,,,2025-12-09T06:23:33.470Z
,,prediction,,,,8.647254,1,17.312632,,2025-12-09T06:23:33.470Z
no-change,1,scaling_decision,,,,,,,1,2025-12-09T06:23:33.470Z
