action,current_replicas,event_type,observed_itl,observed_replicas,observed_ttft,predicted_itl,predicted_replicas,predicted_ttft,slo_itl,slo_ttft,target_replicas,timestamp
,,observed_metrics,17.56,2,33.4,,,,,,,2025-12-05T23:26:19.029Z
,,prediction,,,,9.739511,2,21.380594,,,,2025-12-05T23:26:19.038Z
no-change,2,scaling_decision,,,,,,,,,2,2025-12-05T23:26:19.038Z
,,slo,,,,,,,10,1000,,2025-12-05T23:27:19.016Z
,,observed_metrics,17.55,2,33.94,,,,,,,2025-12-05T23:27:19.025Z
,,prediction,,,,9.350401,2,21.081097,,,,2025-12-05T23:27:19.034Z
no-change,2,scaling_decision,,,,,,,,,2,2025-12-05T23:27:19.034Z
,,slo,,,,,,,10,1000,,2025-12-05T23:27:19.050Z
,,observed_metrics,17.55,2,33.94,,,,,,,2025-12-05T23:27:19.058Z
,,prediction,,,,9.350401,2,21.081097,,,,2025-12-05T23:27:19.067Z
no-change,2,scaling_decision,,,,,,,,,2,2025-12-05T23:27:19.067Z
,,slo,,,,,,,10,1000,,2025-12-05T23:28:19.054Z
,,observed_metrics,19.99,2,33.22,,,,,,,2025-12-05T23:28:19.063Z
,,prediction,,,,9.372821,4,20.581682,,,,2025-12-05T23:28:19.074Z
scale-up,2,scaling_decision,,,,,,,,,4,2025-12-05T23:28:19.074Z
,,slo,,,,,,,10,1000,,2025-12-05T23:28:19.083Z
,,observed_metrics,19.99,2,33.22,,,,,,,2025-12-05T23:28:19.091Z
,,prediction,,,,9.373241,4,20.582424,,,,2025-12-05T23:28:19.101Z
scale-up,2,scaling_decision,,,,,,,,,4,2025-12-05T23:28:19.101Z
,,slo,,,,,,,10,1000,,2025-12-05T23:29:19.088Z
,,observed_metrics,11.12,4,22.41,,,,,,,2025-12-05T23:29:19.097Z
,,prediction,,,,9.434372,3,20.951233,,,,2025-12-05T23:29:19.107Z
scale-down,4,scaling_decision,,,,,,,,,3,2025-12-05T23:29:19.107Z
,,slo,,,,,,,10,1000,,2025-12-05T23:29:19.119Z
,,observed_metrics,11.12,4,22.41,,,,,,,2025-12-05T23:29:19.131Z
,,prediction,,,,9.434372,3,20.951233,,,,2025-12-05T23:29:19.142Z
scale-down,4,scaling_decision,,,,,,,,,3,2025-12-05T23:29:19.142Z
,,slo,,,,,,,10,1000,,2025-12-05T23:30:19.125Z
,,observed_metrics,13.23,3,26.01,,,,,,,2025-12-05T23:30:19.134Z
,,prediction,,,,9.689047,3,21.520452,,,,2025-12-05T23:30:19.144Z
no-change,3,scaling_decision,,,,,,,,,3,2025-12-05T23:30:19.144Z
,,slo,,,,,,,10,1000,,2025-12-05T23:30:19.154Z
,,observed_metrics,13.23,3,26.01,,,,,,,2025-12-05T23:30:19.162Z
,,prediction,,,,9.689047,3,21.520452,,,,2025-12-05T23:30:19.172Z
no-change,3,scaling_decision,,,,,,,,,3,2025-12-05T23:30:19.172Z
,,slo,,,,,,,10,1000,,2025-12-05T23:31:19.160Z
,,observed_metrics,11.38,3,22.66,,,,,,,2025-12-05T23:31:19.169Z
,,prediction,,,,9.638373,3,21.130253,,,,2025-12-05T23:31:19.180Z
no-change,3,scaling_decision,,,,,,,,,3,2025-12-05T23:31:19.180Z
,,slo,,,,,,,10,1000,,2025-12-05T23:31:19.193Z
,,observed_metrics,11.38,3,22.66,,,,,,,2025-12-05T23:31:19.203Z
,,prediction,,,,9.638373,3,21.130253,,,,2025-12-05T23:31:19.211Z
no-change,3,scaling_decision,,,,,,,,,3,2025-12-05T23:31:19.212Z
,,slo,,,,,,,10,1000,,2025-12-05T23:32:19.199Z
,,observed_metrics,9.46,3,19.46,,,,,,,2025-12-05T23:32:19.210Z
,,prediction,,,,9.466466,3,21.072598,,,,2025-12-05T23:32:19.220Z
no-change,3,scaling_decision,,,,,,,,,3,2025-12-05T23:32:19.220Z
,,slo,,,,,,,10,1000,,2025-12-05T23:32:19.231Z
,,observed_metrics,9.46,3,19.46,,,,,,,2025-12-05T23:32:19.240Z
,,prediction,,,,9.461158,3,21.054008,,,,2025-12-05T23:32:19.250Z
no-change,3,scaling_decision,,,,,,,,,3,2025-12-05T23:32:19.250Z
,,slo,,,,,,,10,1000,,2025-12-05T23:33:19.249Z
,,observed_metrics,9.25,3,19.46,,,,,,,2025-12-05T23:33:19.259Z
,,prediction,,,,9.276136,3,21.028557,,,,2025-12-05T23:33:19.269Z
no-change,3,scaling_decision,,,,,,,,,3,2025-12-05T23:33:19.269Z
,,slo,,,,,,,10,1000,,2025-12-05T23:33:19.279Z
,,observed_metrics,9.25,3,19.46,,,,,,,2025-12-05T23:33:19.288Z
,,prediction,,,,9.254929,3,21.001366,,,,2025-12-05T23:33:19.298Z
no-change,3,scaling_decision,,,,,,,,,3,2025-12-05T23:33:19.298Z
,,slo,,,,,,,10,1000,,2025-12-05T23:34:19.322Z
,,observed_metrics,8.14,3,17.19,,,,,,,2025-12-05T23:34:19.334Z
,,prediction,,,,8.778429,2,20.351969,,,,2025-12-05T23:34:19.343Z
scale-down,3,scaling_decision,,,,,,,,,2,2025-12-05T23:34:19.343Z
,,slo,,,,,,,10,1000,,2025-12-05T23:34:19.353Z
,,observed_metrics,8.14,3,17.19,,,,,,,2025-12-05T23:34:19.362Z
,,prediction,,,,8.713646,2,20.301298,,,,2025-12-05T23:34:19.366Z
scale-down,3,scaling_decision,,,,,,,,,2,2025-12-05T23:34:19.366Z
,,slo,,,,,,,10,1000,,2025-12-05T23:35:19.358Z
,,observed_metrics,8.84,2,18.39,,,,,,,2025-12-05T23:35:19.368Z
,,prediction,,,,8.807573,2,20.351,,,,2025-12-05T23:35:19.372Z
no-change,2,scaling_decision,,,,,,,,,2,2025-12-05T23:35:19.373Z
,,slo,,,,,,,10,1000,,2025-12-05T23:35:19.384Z
,,observed_metrics,8.84,2,18.39,,,,,,,2025-12-05T23:35:19.394Z
,,prediction,,,,8.833288,2,20.327341,,,,2025-12-05T23:35:19.404Z
no-change,2,scaling_decision,,,,,,,,,2,2025-12-05T23:35:19.404Z
,,slo,,,,,,,10,1000,,2025-12-05T23:36:19.394Z
,,observed_metrics,9.06,2,18.71,,,,,,,2025-12-05T23:36:19.404Z
,,prediction,,,,9.052627,2,20.491892,,,,2025-12-05T23:36:19.413Z
no-change,2,scaling_decision,,,,,,,,,2,2025-12-05T23:36:19.413Z
,,slo,,,,,,,10,1000,,2025-12-05T23:36:19.426Z
,,observed_metrics,9.06,2,18.71,,,,,,,2025-12-05T23:36:19.435Z
,,prediction,,,,9.058506,2,20.461885,,,,2025-12-05T23:36:19.521Z
no-change,2,scaling_decision,,,,,,,,,2,2025-12-05T23:36:19.521Z
,,slo,,,,,,,10,1000,,2025-12-05T23:37:19.427Z
,,observed_metrics,7.64,2,16.17,,,,,,,2025-12-05T23:37:19.437Z
,,prediction,,,,8.641131,1,20.213673,,,,2025-12-05T23:37:19.447Z
scale-down,2,scaling_decision,,,,,,,,,1,2025-12-05T23:37:19.447Z
,,slo,,,,,,,10,1000,,2025-12-05T23:37:19.623Z
,,observed_metrics,7.64,2,16.17,,,,,,,2025-12-05T23:37:19.631Z
,,prediction,,,,8.562216,1,20.139997,,,,2025-12-05T23:37:19.641Z
scale-down,2,scaling_decision,,,,,,,,,1,2025-12-05T23:37:19.641Z
,,slo,,,,,,,10,1000,,2025-12-05T23:38:19.467Z
,,observed_metrics,9.06,1,18.94,,,,,,,2025-12-05T23:38:19.475Z
,,prediction,,,,8.948957,1,20.189009,,,,2025-12-05T23:38:19.485Z
no-change,1,scaling_decision,,,,,,,,,1,2025-12-05T23:38:19.485Z
,,slo,,,,,,,10,1000,,2025-12-05T23:38:19.653Z
,,observed_metrics,9.06,1,18.94,,,,,,,2025-12-05T23:38:19.661Z
,,prediction,,,,9.0382185,1,20.191292,,,,2025-12-05T23:38:19.671Z
no-change,1,scaling_decision,,,,,,,,,1,2025-12-05T23:38:19.671Z
,,slo,,,,,,,10,1000,,2025-12-05T23:39:19.499Z
,,observed_metrics,9.45,1,19.45,,,,,,,2025-12-05T23:39:19.508Z
,,prediction,,,,9.424187,1,20.43072,,,,2025-12-05T23:39:19.518Z
no-change,1,scaling_decision,,,,,,,,,1,2025-12-05T23:39:19.518Z
,,slo,,,,,,,10,1000,,2025-12-05T23:39:19.683Z
,,observed_metrics,9.45,1,19.45,,,,,,,2025-12-05T23:39:19.691Z
,,prediction,,,,9.445274,1,20.415892,,,,2025-12-05T23:39:19.701Z
no-change,1,scaling_decision,,,,,,,,,1,2025-12-05T23:39:19.701Z
,,slo,,,,,,,10,1000,,2025-12-05T23:40:19.536Z
,,observed_metrics,0.0,1,0.0,,,,,,,2025-12-05T23:40:19.545Z
,,prediction,,,,7.3963633,1,17.152508,,,,2025-12-05T23:40:19.545Z
no-change,1,scaling_decision,,,,,,,,,1,2025-12-05T23:40:19.545Z
,,slo,,,,,,,10,1000,,2025-12-05T23:40:19.711Z
,,observed_metrics,0.0,1,0.0,,,,,,,2025-12-05T23:40:19.720Z
,,prediction,,,,7.3963633,1,17.152508,,,,2025-12-05T23:40:19.720Z
no-change,1,scaling_decision,,,,,,,,,1,2025-12-05T23:40:19.720Z
