timestamp,itlAverage,ttftAverage,rate,inTk,outTk,numRep,itl,ttft,slo_itl,slo_ttft,alpha,beta,gamma,delta,time_minutes
2025-10-24 14:03:39.745000+00:00,10.42,20.73,3338.12,239,450,5,9.643359,19.393385,10,1000,7.47,0.044,15.415,0.000337,22.017333333333333
2025-10-24 14:04:39.772000+00:00,10.31,20.61,3367.12,230,448,5,9.654794,19.263714,10,1000,7.47,0.044,15.415,0.000337,23.017783333333334
2025-10-24 14:05:39.800000+00:00,10.32,20.8,3376.85,229,461,5,9.743397,19.402382,10,1000,7.47,0.044,15.415,0.000337,24.018250000000002
2025-10-24 14:06:39.827000+00:00,9.23,18.9,3276.1,237,459,5,9.646086,19.365042,10,1000,7.47,0.044,15.415,0.000337,25.018700000000003
2025-10-24 14:07:39.859000+00:00,9.16,18.55,3085.41,239,449,5,9.435477,19.01285,10,1000,7.47,0.044,15.415,0.000337,26.019233333333332
2025-10-24 14:08:39.886000+00:00,9.15,18.09,3158.11,229,439,5,9.437362,18.86562,10,1000,7.47,0.044,15.415,0.000337,27.019683333333333
2025-10-24 14:09:39.915000+00:00,8.59,17.66,1674.76,232,478,3,9.346912,18.750103,10,1000,7.47,0.044,15.415,0.000337,28.020166666666668
2025-10-24 14:10:39.943000+00:00,8.84,17.48,1532.73,230,425,2,9.879129,19.658901,10,1000,7.47,0.044,15.415,0.000337,29.020633333333333
2025-10-24 14:11:39.980000+00:00,9.57,19.36,1660.89,250,427,3,9.09444,18.525436,10,1000,7.47,0.044,15.415,0.000337,30.021250000000002
2025-10-24 14:12:40.009000+00:00,9.36,18.98,1593.01,260,424,2,9.995617,20.444422,10,1000,7.47,0.044,15.415,0.000337,31.021733333333334
2025-10-24 14:13:40.049000+00:00,9.57,19.74,1612.08,245,469,3,9.222134,18.70284,10,1000,7.47,0.044,15.415,0.000337,32.0224
2025-10-24 14:14:40.078000+00:00,9.34,18.91,1631.65,234,430,3,9.073889,18.289532,10,1000,7.47,0.044,15.415,0.000337,33.02288333333333
2025-10-24 14:15:40.187000+00:00,8.65,17.81,800.01,234,466,2,8.706794,17.631617,10,1000,7.47,0.044,15.415,0.000337,34.0247
2025-10-24 14:16:40.227000+00:00,8.52,16.76,790.13,221,443,2,8.623274,17.3671,10,1000,7.47,0.044,15.415,0.000337,35.02536666666666
2025-10-24 14:17:40.257000+00:00,8.73,17.58,886.55,235,468,2,8.865702,17.927105,10,1000,7.47,0.044,15.415,0.000337,36.025866666666666
2025-10-24 14:18:40.283000+00:00,8.71,17.4,863.36,231,481,2,8.867018,17.886675,10,1000,7.47,0.044,15.415,0.000337,37.0263
2025-10-24 14:19:40.308000+00:00,8.66,17.74,845.11,249,435,2,8.687888,17.737652,10,1000,7.47,0.044,15.415,0.000337,38.026716666666665
2025-10-24 14:20:40.334000+00:00,8.65,17.7,845.06,223,469,2,8.794837,17.677792,10,1000,7.47,0.044,15.415,0.000337,39.02715
2025-10-24 14:21:40.359000+00:00,8.1,0.0,20.53,52,1024,1,7.6317744,15.47943,10,1000,7.47,0.044,15.415,0.000337,40.027566666666665
2025-10-24 14:22:40.376000+00:00,0.0,0.0,0.0,0,0,1,7.514,15.415337,10,1000,7.47,0.044,15.415,0.000337,41.027849999999994
